Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;Ano;Mês;Ordem mês;Chegadas;
América do Sul;4;Venezuela;238;Rio de Janeiro;19;Aérea;1;2014;novembro;11;753;
Ásia;5;China;43;Rio de Janeiro;19;Aérea;1;2014;novembro;11;1051;
Ásia;5;Índia;113;Rio de Janeiro;19;Aérea;1;2014;novembro;11;701;
Ásia;5;Israel;119;Rio de Janeiro;19;Aérea;1;2014;novembro;11;811;
Ásia;5;Japão;122;Rio de Janeiro;19;Aérea;1;2014;novembro;11;844;
Ásia;5;República da Coreia;184;Rio de Janeiro;19;Aérea;1;2014;novembro;11;447;
Ásia;5;Outros países;998;Rio de Janeiro;19;Aérea;1;2014;novembro;11;1681;
Europa;6;Alemanha;4;Rio de Janeiro;19;Aérea;1;2014;novembro;11;6303;
Europa;6;Áustria;15;Rio de Janeiro;19;Aérea;1;2014;novembro;11;922;
Europa;6;Bélgica;21;Rio de Janeiro;19;Aérea;1;2014;novembro;11;922;
Europa;6;Dinamarca;57;Rio de Janeiro;19;Aérea;1;2014;novembro;11;728;
Europa;6;Espanha;67;Rio de Janeiro;19;Aérea;1;2014;novembro;11;3921;
Europa;6;Finlândia;73;Rio de Janeiro;19;Aérea;1;2014;novembro;11;475;
Europa;6;França;74;Rio de Janeiro;19;Aérea;1;2014;novembro;11;8952;
Europa;6;Grécia;81;Rio de Janeiro;19;Aérea;1;2014;novembro;11;274;
Europa;6;Holanda;92;Rio de Janeiro;19;Aérea;1;2014;novembro;11;2299;
Europa;6;Hungria;94;Rio de Janeiro;19;Aérea;1;2014;novembro;11;255;
Europa;6;Reino Unido;182;Rio de Janeiro;19;Aérea;1;2014;novembro;11;6757;
Europa;6;Irlanda;117;Rio de Janeiro;19;Aérea;1;2014;novembro;11;524;
Europa;6;Itália;120;Rio de Janeiro;19;Aérea;1;2014;novembro;11;6028;
Europa;6;Noruega;164;Rio de Janeiro;19;Aérea;1;2014;novembro;11;1294;
Europa;6;Polônia;177;Rio de Janeiro;19;Aérea;1;2014;novembro;11;1070;
Europa;6;Portugal;179;Rio de Janeiro;19;Aérea;1;2014;novembro;11;4964;
Europa;6;República Tcheca;187;Rio de Janeiro;19;Aérea;1;2014;novembro;11;560;
Europa;6;Rússia;190;Rio de Janeiro;19;Aérea;1;2014;novembro;11;1450;
Europa;6;Suécia;215;Rio de Janeiro;19;Aérea;1;2014;novembro;11;1275;
Europa;6;Suíça;216;Rio de Janeiro;19;Aérea;1;2014;novembro;11;1355;
Europa;6;Outros países;998;Rio de Janeiro;19;Aérea;1;2014;novembro;11;2065;
Oceania;7;Austrália;14;Rio de Janeiro;19;Aérea;1;2014;novembro;11;1226;
Oceania;7;Nova Zelândia;166;Rio de Janeiro;19;Aérea;1;2014;novembro;11;267;
Oceania;7;Outros países;998;Rio de Janeiro;19;Aérea;1;2014;novembro;11;1;
Continente não especificado;8;Países não especificados;999;Rio de Janeiro;19;Aérea;1;2014;novembro;11;0;
África;1;África do Sul;2;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;504;
África;1;Angola;6;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;2214;
África;1;Cabo Verde;35;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;19;
África;1;Nigéria;162;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;31;
África;1;Outros países;998;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;877;
América Central e Caribe;2;Costa Rica;53;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;547;
América Central e Caribe;2;Cuba;55;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;128;
América Central e Caribe;2;Guatemala;84;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;343;
América Central e Caribe;2;Panamá;170;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;468;
América Central e Caribe;2;Outros países;998;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;573;
América do Norte;3;Canadá;38;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;3751;
América do Norte;3;Estados Unidos;68;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;32435;
América do Norte;3;México;148;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;3501;
América do Sul;4;Argentina;11;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;32734;
América do Sul;4;Bolívia;26;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;137;
América do Sul;4;Chile;42;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;13343;
América do Sul;4;Colômbia;48;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;5635;
América do Sul;4;Equador;63;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;700;
América do Sul;4;Guiana Francesa;87;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;0;
América do Sul;4;Paraguai;173;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;485;
América do Sul;4;Peru;174;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;1975;
América do Sul;4;Guiana;86;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;0;
América do Sul;4;Suriname;217;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;3;
América do Sul;4;Uruguai;234;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;2423;
América do Sul;4;Venezuela;238;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;1337;
Ásia;5;China;43;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;1571;
Ásia;5;Índia;113;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;815;
Ásia;5;Israel;119;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;1305;
Ásia;5;Japão;122;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;1152;
Ásia;5;República da Coreia;184;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;987;
Ásia;5;Outros países;998;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;2419;
Europa;6;Alemanha;4;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;10328;
Europa;6;Áustria;15;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;1541;
Europa;6;Bélgica;21;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;1362;
Europa;6;Dinamarca;57;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;1382;
Europa;6;Espanha;67;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;5878;
Europa;6;Finlândia;73;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;935;
Europa;6;França;74;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;16939;
Europa;6;Grécia;81;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;639;
Europa;6;Holanda;92;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;3393;
Europa;6;Hungria;94;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;371;
Europa;6;Reino Unido;182;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;10656;
Europa;6;Irlanda;117;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;990;
Europa;6;Itália;120;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;14424;
Europa;6;Noruega;164;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;2052;
Europa;6;Polônia;177;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;1177;
Europa;6;Portugal;179;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;9639;
Europa;6;República Tcheca;187;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;487;
Europa;6;Rússia;190;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;2625;
Europa;6;Suécia;215;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;3803;
Europa;6;Suíça;216;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;3657;
Europa;6;Outros países;998;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;3551;
Oceania;7;Austrália;14;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;2827;
Oceania;7;Nova Zelândia;166;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;640;
Oceania;7;Outros países;998;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;0;
Continente não especificado;8;Países não especificados;999;Rio de Janeiro;19;Aérea;1;2014;dezembro;12;0;
África;1;África do Sul;2;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
África;1;Angola;6;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
África;1;Cabo Verde;35;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
África;1;Nigéria;162;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
África;1;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;4;
América Central e Caribe;2;Costa Rica;53;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;2;
América Central e Caribe;2;Cuba;55;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
América Central e Caribe;2;Guatemala;84;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
América Central e Caribe;2;Panamá;170;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;9;
América Central e Caribe;2;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;1;
América do Norte;3;Canadá;38;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;120;
América do Norte;3;Estados Unidos;68;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;489;
América do Norte;3;México;148;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;52;
América do Sul;4;Argentina;11;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;5573;
América do Sul;4;Bolívia;26;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;3;
América do Sul;4;Chile;42;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;31;
América do Sul;4;Colômbia;48;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;56;
América do Sul;4;Equador;63;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
América do Sul;4;Guiana Francesa;87;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
América do Sul;4;Paraguai;173;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;3;
América do Sul;4;Peru;174;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;5;
América do Sul;4;Guiana;86;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
América do Sul;4;Suriname;217;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
América do Sul;4;Uruguai;234;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;94;
América do Sul;4;Venezuela;238;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;15;
Ásia;5;China;43;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;7;
Ásia;5;Índia;113;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;4;
Ásia;5;Israel;119;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Ásia;5;Japão;122;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;609;
Ásia;5;República da Coreia;184;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;4;
Ásia;5;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;20;
Europa;6;Alemanha;4;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;53;
Europa;6;Áustria;15;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;10;
Europa;6;Bélgica;21;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Europa;6;Dinamarca;57;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Europa;6;Espanha;67;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;13;
Europa;6;Finlândia;73;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Europa;6;França;74;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;16;
Europa;6;Grécia;81;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Europa;6;Holanda;92;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Europa;6;Hungria;94;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Europa;6;Reino Unido;182;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;88;
Europa;6;Irlanda;117;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;9;
Europa;6;Itália;120;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;28;
Europa;6;Noruega;164;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Europa;6;Polônia;177;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;10;
Europa;6;Portugal;179;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;9;
Europa;6;República Tcheca;187;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Europa;6;Rússia;190;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;26;
Europa;6;Suécia;215;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Europa;6;Suíça;216;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;29;
Europa;6;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;26;
Oceania;7;Austrália;14;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;118;
Oceania;7;Nova Zelândia;166;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Oceania;7;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
Continente não especificado;8;Países não especificados;999;Rio de Janeiro;19;Marítima;3;2014;janeiro;1;0;
África;1;África do Sul;2;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
África;1;Angola;6;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
África;1;Cabo Verde;35;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
África;1;Nigéria;162;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
África;1;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América Central e Caribe;2;Costa Rica;53;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América Central e Caribe;2;Cuba;55;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América Central e Caribe;2;Guatemala;84;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América Central e Caribe;2;Panamá;170;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América Central e Caribe;2;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América do Norte;3;Canadá;38;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;90;
América do Norte;3;Estados Unidos;68;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;413;
América do Norte;3;México;148;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;1;
América do Sul;4;Argentina;11;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;811;
América do Sul;4;Bolívia;26;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América do Sul;4;Chile;42;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;27;
América do Sul;4;Colômbia;48;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América do Sul;4;Equador;63;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América do Sul;4;Guiana Francesa;87;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América do Sul;4;Paraguai;173;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América do Sul;4;Peru;174;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;1;
América do Sul;4;Guiana;86;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América do Sul;4;Suriname;217;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
América do Sul;4;Uruguai;234;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;27;
América do Sul;4;Venezuela;238;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Ásia;5;China;43;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Ásia;5;Índia;113;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Ásia;5;Israel;119;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Ásia;5;Japão;122;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Ásia;5;República da Coreia;184;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Ásia;5;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;6;
Europa;6;Alemanha;4;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Europa;6;Áustria;15;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Europa;6;Bélgica;21;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Europa;6;Dinamarca;57;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;2;
Europa;6;Espanha;67;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;5;
Europa;6;Finlândia;73;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Europa;6;França;74;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;11;
Europa;6;Grécia;81;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Europa;6;Holanda;92;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;24;
Europa;6;Hungria;94;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Europa;6;Reino Unido;182;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;433;
Europa;6;Irlanda;117;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;5;
Europa;6;Itália;120;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;2;
Europa;6;Noruega;164;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Europa;6;Polônia;177;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;3;
Europa;6;Portugal;179;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;1;
Europa;6;República Tcheca;187;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Europa;6;Rússia;190;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;4;
Europa;6;Suécia;215;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Europa;6;Suíça;216;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;14;
Europa;6;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;9;
Oceania;7;Austrália;14;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;52;
Oceania;7;Nova Zelândia;166;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Oceania;7;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
Continente não especificado;8;Países não especificados;999;Rio de Janeiro;19;Marítima;3;2014;fevereiro;2;0;
África;1;África do Sul;2;Rio de Janeiro;19;Marítima;3;2014;março;3;8;
África;1;Angola;6;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
África;1;Cabo Verde;35;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
África;1;Nigéria;162;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
África;1;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;março;3;2;
América Central e Caribe;2;Costa Rica;53;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
América Central e Caribe;2;Cuba;55;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
América Central e Caribe;2;Guatemala;84;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
América Central e Caribe;2;Panamá;170;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
América Central e Caribe;2;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
América do Norte;3;Canadá;38;Rio de Janeiro;19;Marítima;3;2014;março;3;2;
América do Norte;3;Estados Unidos;68;Rio de Janeiro;19;Marítima;3;2014;março;3;3;
América do Norte;3;México;148;Rio de Janeiro;19;Marítima;3;2014;março;3;5;
América do Sul;4;Argentina;11;Rio de Janeiro;19;Marítima;3;2014;março;3;3151;
América do Sul;4;Bolívia;26;Rio de Janeiro;19;Marítima;3;2014;março;3;2;
América do Sul;4;Chile;42;Rio de Janeiro;19;Marítima;3;2014;março;3;44;
América do Sul;4;Colômbia;48;Rio de Janeiro;19;Marítima;3;2014;março;3;12;
América do Sul;4;Equador;63;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
América do Sul;4;Guiana Francesa;87;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
América do Sul;4;Paraguai;173;Rio de Janeiro;19;Marítima;3;2014;março;3;15;
América do Sul;4;Peru;174;Rio de Janeiro;19;Marítima;3;2014;março;3;2;
América do Sul;4;Guiana;86;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
América do Sul;4;Suriname;217;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
América do Sul;4;Uruguai;234;Rio de Janeiro;19;Marítima;3;2014;março;3;109;
América do Sul;4;Venezuela;238;Rio de Janeiro;19;Marítima;3;2014;março;3;1;
Ásia;5;China;43;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Ásia;5;Índia;113;Rio de Janeiro;19;Marítima;3;2014;março;3;3;
Ásia;5;Israel;119;Rio de Janeiro;19;Marítima;3;2014;março;3;2;
Ásia;5;Japão;122;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Ásia;5;República da Coreia;184;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Ásia;5;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;março;3;1;
Europa;6;Alemanha;4;Rio de Janeiro;19;Marítima;3;2014;março;3;183;
Europa;6;Áustria;15;Rio de Janeiro;19;Marítima;3;2014;março;3;63;
Europa;6;Bélgica;21;Rio de Janeiro;19;Marítima;3;2014;março;3;3;
Europa;6;Dinamarca;57;Rio de Janeiro;19;Marítima;3;2014;março;3;9;
Europa;6;Espanha;67;Rio de Janeiro;19;Marítima;3;2014;março;3;52;
Europa;6;Finlândia;73;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Europa;6;França;74;Rio de Janeiro;19;Marítima;3;2014;março;3;84;
Europa;6;Grécia;81;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Europa;6;Holanda;92;Rio de Janeiro;19;Marítima;3;2014;março;3;36;
Europa;6;Hungria;94;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Europa;6;Reino Unido;182;Rio de Janeiro;19;Marítima;3;2014;março;3;87;
Europa;6;Irlanda;117;Rio de Janeiro;19;Marítima;3;2014;março;3;3;
Europa;6;Itália;120;Rio de Janeiro;19;Marítima;3;2014;março;3;210;
Europa;6;Noruega;164;Rio de Janeiro;19;Marítima;3;2014;março;3;16;
Europa;6;Polônia;177;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Europa;6;Portugal;179;Rio de Janeiro;19;Marítima;3;2014;março;3;1;
Europa;6;República Tcheca;187;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Europa;6;Rússia;190;Rio de Janeiro;19;Marítima;3;2014;março;3;5;
Europa;6;Suécia;215;Rio de Janeiro;19;Marítima;3;2014;março;3;10;
Europa;6;Suíça;216;Rio de Janeiro;19;Marítima;3;2014;março;3;53;
Europa;6;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;março;3;26;
Oceania;7;Austrália;14;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Oceania;7;Nova Zelândia;166;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Oceania;7;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
Continente não especificado;8;Países não especificados;999;Rio de Janeiro;19;Marítima;3;2014;março;3;0;
África;1;África do Sul;2;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
África;1;Angola;6;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
África;1;Cabo Verde;35;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
África;1;Nigéria;162;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
África;1;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América Central e Caribe;2;Costa Rica;53;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América Central e Caribe;2;Cuba;55;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América Central e Caribe;2;Guatemala;84;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América Central e Caribe;2;Panamá;170;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América Central e Caribe;2;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Norte;3;Canadá;38;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Norte;3;Estados Unidos;68;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Norte;3;México;148;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Argentina;11;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Bolívia;26;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Chile;42;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Colômbia;48;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Equador;63;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Guiana Francesa;87;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Paraguai;173;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Peru;174;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Guiana;86;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Suriname;217;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Uruguai;234;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
América do Sul;4;Venezuela;238;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Ásia;5;China;43;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Ásia;5;Índia;113;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Ásia;5;Israel;119;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Ásia;5;Japão;122;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Ásia;5;República da Coreia;184;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Ásia;5;Outros países;998;Rio de Janeiro;19;Marítima;3;2014;abril;4;4;
Europa;6;Alemanha;4;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Áustria;15;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Bélgica;21;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Dinamarca;57;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Espanha;67;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Finlândia;73;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;França;74;Rio de Janeiro;19;Marítima;3;2014;abril;4;3;
Europa;6;Grécia;81;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Holanda;92;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Hungria;94;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Reino Unido;182;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Irlanda;117;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Itália;120;Rio de Janeiro;19;Marítima;3;2014;abril;4;1;
Europa;6;Noruega;164;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Polônia;177;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;Portugal;179;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
Europa;6;República Tcheca;187;Rio de Janeiro;19;Marítima;3;2014;abril;4;0;
